text,label,score
is congress top leaders in CWC willing to take up the responsibility of its unprecendented loss in U.P.?,neg,-0.128
"The Infinite Eights on Twitter: ""We've created t-shirts that we anticipate havi… , see more",pos,0.25
I seriously need to take improv lessons. I seem to have misplaced my sense of humor. Or maybe it packed its bags and left. One of the two.,pos,0.1027
What if Sony releases the new console this year at E3 🤔,neu,0.0
"Ey, I'm... lost",neg,-0.3182
I want play with my kids and z at sky zone now I'm hurting,neu,0.0
suspici-deer on the top right tho,pos,0.2023
when he changed he put on the same shoes just a different color way,neu,0.0
It's also the name of the original play,pos,0.5719
wasnt it 9? are you betting shit on poker again!?,neg,-0.643
No human speech can match the Quran in its content and form &amp;S,neg,-0.296
Has anyone hardwired a switch to turn off / on the mic on thier smartphone? via /r/privacy,neu,0.0
Push through the hard times to achieve greatness. Check out this awesome opportunity!,pos,0.8209
The latest The Sovereign at Paper.li!,neu,0.0
wow I got tricked. Get rekted,pos,0.4939
Secure the ️,pos,0.34
️: you was dere through everything that's why I fwy the way I do,neu,0.0
now you're just showing off!,neu,0.0
The Innocent Five-year-old Little Boy Was Killed By --,neg,-0.4284
2016 Is The Most Memorable Year Of This &gt;&gt;,neu,0.0
Salinas leak statue convalescent home receives ruling class contraceptive kin twentieth-century the electorate:…,neg,-0.34
i know everyone has said this a billion times but for real when is mo gonna get the C,neu,0.0
"If so,can I get it Haha",pos,0.4588
The all-filling colony approximation - an twain stratagem: gseG,neu,0.0
Miracles start to happen when you give as much energy to your dreams as you do to your fears. NadineOn ASAPMarSorpresa,pos,0.25
"&lt; were all shocked, but the Lady simply stood, cleared her throat, and in her sweet and almost musical voice requested he &gt;",pos,0.6059
i accept your apology but the damage is done,neg,-0.5267
im emo there have been 5 separate occasions by now tht i couldve gone to a concert but the Logistics just werent right or.. watever excuse,pos,0.1154
"Tied the game 4-4 or 3-3. I let in 2, but had quite a few good saves. Really tough game.",pos,0.4728
"We love that loyalty you've shown! If you DM us some places, we'll look into the coverage together. *JennaLundh",pos,0.8398
Time to remove the opportunists,neu,0.0772
dude... I've drank my whole feelings to that song pinche feels!,neu,0.0
But you want to discuss the entire healthcare situation in the cuntry. Lighten up,neu,0.0772
Get yourself a husband who will do face masks &amp; black head strips w you,neu,0.0
When you relate hard to the story of these moth kids and want them to get a better deal than you got,pos,0.4215
Yes. Well you ok? Eating well?,pos,0.8156
the pasta is good dude go with the pasta,pos,0.4404
you're the one acting like a child about words and symbols you don't like while advocating to take away tans rights,pos,0.6124
NATALIE I THINK THE SAME LMAO,pos,0.5994
How come I still feel good despite of making 0% progress every year? Idgaf life feels so dope huh,pos,0.6908
"Grayson Allen just won me 2 bets on 1 bucket. Guy is a scumbag and I hate Duke as a team, but thank you for the cash money.",pos,0.1655
I don't get how people think raisins are bad. I love raisins. My favorite candy is chocolate covered raisins. Is that even considered candy?,pos,0.5719
"I should try and rest... but knowing me, I'd wake up at like 7am... lol",pos,0.7876
what problem? Cant ol grow 24 hours++ why? Why? Admin Pliss answer......i need u answer,neg,-0.5007
I'm earning points with,neu,0.0
The weather gots to go🤦‍️,neu,0.0
"Race Next Thing Smoke'n made over $52,000 last year. His Trainer and Driver had a big opening weekend. He's the one to beat!",neu,0.0
"Unlike ""Get Out"", ""Sausage Party"" had the real hidden messages",pos,0.4019
"My son was diagnosed with this when he was 19. It's not just caused by strep, I'm so glad people are finally...",pos,0.5949
listening to my project in this uber dreaming bout this blunt imma roll when i get home,neu,0.0
the warriors must be going thru a really tough time rn..,neg,-0.2006
“There are no foreign lands. It is the traveler only who is foreign.” - Robert Louis Stevenson,neg,-0.296
"Sad the reasons opposes health plan are the wrong ones. Suggestion will ""fix"" it is laughable.",neg,-0.7184
Quagmire: So which one of you ladies wants to lose your virginity?,neg,-0.4019
glad I did,pos,0.4588
Not sure how I feel about this,pos,0.3182
Now we wait for the Season 5 Premiere of Samurai Jack!,neu,0.0
"YES! Finally, someone gets it!!",pos,0.6496
"Congrats brother! I watched u grind from the bottomnow look at you , keep working! Love u bro",pos,0.8475
I have Tumblr again,neu,0.0
"they're so attractive, I'm certain it's tempting",pos,0.6764
Life Coaching and Resiliency Course was .... LIFE CHANGING!!!! Thank you sgtkenw for changing…,pos,0.5673
You're crazyyyy lol,pos,0.4215
Let's go on a patented run to start the 2nd half,neu,0.0
.. . all white everything like a racist bitch the top &amp; i know you niggas hate that shit,neg,-0.9349
"You tell me that you like Metal Gear on this, the day of my daughter's wedding?",pos,0.3612
"In order to achieve your dreams and goals, you’ll go through tough times for sure but hold on!",pos,0.3699
"CaCup 16uBlack v SB805 15:6 14u vs SPasadena 11:7 , 14u are in the semifinals vs Set tomorrow at 10:30am, at Turbo OC Cup.",neu,0.0
Yep. Someone’s gonna call me a hater though and I got something for their ass,neg,-0.6249
you're the only thing that's going on in my mind,neu,0.0
I'm actually crying fuckehd,neg,-0.4767
yeee. I had so much fun ️,pos,0.5542
"Applying for a scholarship to study in Ireland for a semester, so I thought I’d look at the university I’m interested in’s application.",pos,0.4019
I Had a Stroke at 36—and I Owe My Recovery to an Anti-Wrinkle Injection,neu,0.0
Shoutout to all the pear,neu,0.0
A Great Solution For The Management Of Your Twitter Accounts -,pos,0.7506
I am living proof you can still have fun and go until 4am while sober as a rat,pos,0.5106
"JACKSONVILLE MY HOME TOWN ""yeah but you don't actually live in ja-"" DUUUVAAALLL AM I RIGHT?????",pos,0.3736
I need to catch up on the vampire diaries cause everyone on twitter is ruining it for me :/,neg,-0.5267
Hanging out at a park,neu,0.0
Good thing I saved this all these years.,pos,0.6908
"Sometimes I don't even go in my bathroom to smoke, the acoustics just mad nice in here, yo",neg,-0.1027
I literally just paid my mom to leave so I could sleep in her bed,neu,-0.0516
There are alot of pretty girls out here but I want one to call my own..,pos,0.3716
Keith and Kristyn Getty by Gethsemane (To See The King of Heaven Fall) with lyrics on,pos,0.5106
"I like Sam’s outfit. That’s a nice colour, I definitely need the jacket.",pos,0.7906
Got an award as one of the most checked-out people this week on !,pos,0.5848
Headed to the Johnny Gill &amp; Charlie Wilson concert.,neu,0.0
"""The thing that I love and hate is that I never know what's going to happen on any given day"". - Diane Leow",pos,0.128
You Need To Know These Things In Order,neu,0.0
Mi mek a Gyal affi tun r phone upside down .. I cyan badda🤣,neu,0.0
My dad &amp; him together is too much lol 2 peas in a pod ...I love my men,pos,0.7906
"TONIGHT: The Legend of Zelda: Breath of the Wild, Splatoon, and Super Smash Bros. for Wii U!",pos,0.636
teamfollowback 1000aday Woaaaah what's up teamfollowback ? Can you reach 1000aday ?,pos,0.1179
y'all better not pull some stupid shit in anaheim or in the states--remember we want them to come back here!!,pos,0.4515
"Everytime I watch The Diary of Anne Frank I make myself super sad even though I know the ending, and yet here I am watching it again",pos,0.2023
OMG WIFE I MISS YOU SO MUCH!,neg,-0.2244
"I got a sick sense, you ain't worth 6 cents.",neg,-0.608
"Thank you, I have my moments.",pos,0.3612
"&lt; the poor elleth could eat. Elrond made the mistake of comparing her to a Hobbit, but he learned rather quickly when &gt;",neg,-0.4118
The Trickster's Path; one sociopath's journey of philosophical self discovery,neu,0.0
Love u boys,pos,0.6369
thanks Brock! I was complaining about the early flight but now it's not a bad idea.,pos,0.6825
Thank you!!!!,pos,0.5673
I'm not the raging homosexual here I'm only here because Lady Corrin is tired of seeing you two flail around like…,neu,-0.032
thank you Lex.,pos,0.3612
Girlllll I be finessing my coins that's all lol I get all the sales I'm really broke,neu,-0.0754
is the top discussed item now. Trending top this minute. Visit,pos,0.3818
replace Notre Dame with and that would be me as a father,neu,0.0
what do you know?,neu,0.0
"Wow, I love ! I just won this for free, Pokemon Card Koffing 51/102 HP 50 Base Set",pos,0.9459
Tears remind you you're alive.,pos,0.1779
have you ever been to a got7 concert — i went to the fanmeet for houston and i miss it,neg,-0.1531
"i accidentally send applebee's a dm with ""I love my wife lilly"" and they haven't responded please don't unfollow me…",pos,0.2115
Discover How You Can Use Vinegar in Your Garden,neu,0.0
"I've harvested 122 food! Check your patches for food too! , ,",neu,0.0
ok i dm u something,pos,0.296
Yas baby,neu,0.0
and who can was guard the 2&amp;3,neu,0.0
didn't play their normal game for the first half---and only down by 4!!!! HERE COME THE IRISH!!!!!,neg,-0.4946
you're almost there,neu,0.0
Have you guys considered selling a pack of game keys so players can buy a copy for themselves and their friends!,pos,0.5255
These Horrific Pictures Will Make You Give Up,neg,-0.6597
You won't like N Korea at all &amp; you look cross eyed them you be jailed. Lol,neg,-0.3632
im so sad i need someone talk to,neg,-0.5256
RFT SIS! I LOVE THAT,pos,0.6696
I liked a video from CoryxKenshin Highlights GO!,pos,0.4753
"Hey now, you're an all-star, get your game on, go play",pos,0.34
oh and a USA win over the DR would cap it off.,pos,0.5859
Hope you like the gift Kriti Oo .Thank You for the video and too....,pos,0.8689
A One Nation Senator Caught Measles Days After Pauline Hanson's Anti-Vaccination Comments via,neu,0.0
I just want to erase that game from my memory. On to the next one.,neu,0.0772
Great singing family.,pos,0.6249
be careful who you call a weakling in middle school,neg,-0.1779
has the absolute worst business model in history. Can't stand the way their consultants sell things.,neg,-0.6249
Am I being to obvious that I am seriously bored with my life? Hahhaha,neg,-0.4215
